Date;Code;Close;Open;Low;High;Bid;Ask;WeightedAverage;Amount;Volume;NumberOfTrades
04.08.2020;RUS-23;;;;;;;;0;0;0
04.08.2020;RUS-43;;;;;;;;0;0;0
04.08.2020;РСХБ БО8;;;;;100;;;0;0;0
04.08.2020;ВЭБлизБ04;99,9;99,9;99,9;99,9;99,5;99,9;99,9;11;10989;2
04.08.2020;CBOM 05/25;;;;;;;;0;0;0
04.08.2020;ВЭБлизБ05;;;;;94,94;105,16;;0;0;0
04.08.2020;БалтЛизБО1;;;;;94,01;114;;0;0;0
04.08.2020;РСХБ БО17;;;;;98;100,2;;0;0;0
04.08.2020;ВЭБлизБ06;;;;;101,23;107;;0;0;0
04.08.2020;ВЭБлизБ07;;;;;106,02;108,1;;0;0;0
04.08.2020;Инв-Девел;;;;;74000;106000;;0;0;0
04.08.2020;ИА АкБарсБ;;;;;90;;;0;0;0
04.08.2020;ИА АкБарсА;;;;;90;;;0;0;0
04.08.2020;ТрансФБО31;;;;;80;;;0;0;0
04.08.2020;МихРентИП;;;;;;;;0;0;0
04.08.2020;ГТЛК БО-04;103,58;102,26;102,26;103,64;102,08;103,6;102,81;1522;1564786,4;5
04.08.2020;МИА БО-02;;;;;90;;;0;0;0
04.08.2020;RUSAL plc;29,29;28,86;28,545;29,335;29,25;29,29;28,875;13073900;377536522,9;14882
04.08.2020;РусАква ао;204;202;200;204,5;204;204,5;202;88900;17946885;791
04.08.2020;ЗенитБО-09;100,09;100,09;100,09;100,09;99,34;100,09;100,09;1;1000,9;1
04.08.2020;БестЭфБ ао;53,5;53;51;62;52,5;53,5;56,5;81360;4601605;1109
04.08.2020;ОткрФКБОП1;;;;;90,02;;;0;0;0
04.08.2020;РусГидро09;105,95;105,51;105,51;105,95;105,5;105,96;105,73;2;2114,6;2
04.08.2020;ОВК ао;237,7;238,5;235,7;239,5;236,4;237,7;237,3;1651;391718,2;92
04.08.2020;АИЖК14-2А3;;;;;90,1;109,54;;0;0;0
04.08.2020;МежИнБанк2;;;;;73;;;0;0;0
04.08.2020;ФСК ЕЭС-37;;;;;90,05;;;0;0;0
04.08.2020;ФСК ЕЭС-38;;;;;90,02;;;0;0;0
04.08.2020;РЖД-33 обл;;;;;90;;;0;0;0
04.08.2020;РЖД-34 обл;;;;;90,01;;;0;0;0
04.08.2020;БашнфтБО3;;;;;90;;;0;0;0
04.08.2020;МДС кл.А1;;;;;90,02;;;0;0;0
04.08.2020;РостелБО-1;;;;;99,01;109,97;;0;0;0
04.08.2020;БашнфтБО4;;;;;98;;;0;0;0
04.08.2020;ИАВ 4 А;;;;;90;;;0;0;0
04.08.2020;ИА ДВИЦ1 А;;;;;90;;;0;0;0
04.08.2020;ИАМлторг1А;;;;;90;105;;0;0;0
04.08.2020;БашнфтБО7;;;;;98,01;;;0;0;0
04.08.2020;ТрансФБО39;103;103,33;103;103,48;102,36;103,47;103,14;6;6188,1;3
04.08.2020;ИАПульс-2А;;;;;90;;;0;0;0
04.08.2020;ТНСэнрг ао;1000;980;975;1020;985;995;1000;102;102115;29
04.08.2020;МКБ ао;5,991;5,965;5,959;6,01;5,99;5,996;5,984;43650000;261218705,2;8118
04.08.2020;РЖД БО-14;;;;;90,01;;;0;0;0
04.08.2020;Рент.Недв.;;;;;;;;0;0;0
04.08.2020;ИАПульс-1А;;;;;100,2;;;0;0;0
04.08.2020;ОткрФКБ9;83;83,64;83;83,64;71,1;83,78;83,11;12;9972,8;4
04.08.2020;ОткрФКББ4;;;;;76;100,92;;0;0;0
04.08.2020;ИСУ ГК-3;;;;;;;;0;0;0
04.08.2020;КОМИ 12 об;104,67;104,71;104,16;104,71;104,24;104,67;104,32;466;194454,36;34
04.08.2020;МДС кл.А2;;;;;90,02;;;0;0;0
04.08.2020;ТНСэнВорон;53,8;54,8;53,8;55;53,6;55;54,6;5900;322200;24
04.08.2020;ТНСэнВор-п;46,5;46;46;47;46;46,5;46,5;5300;246600;21
04.08.2020;ТНСэнМарЭл;13,2;13,1;13;13,2;13,1;13,2;13,1;65000;850540;86
04.08.2020;ПЕРЕСВЕТБ3;;;;;15;19,38;;0;0;0
04.08.2020;Оренб35003;125,2;125,34;125,2;125,79;124,73;125,18;125,47;409;513181,9;100
04.08.2020;ТНСэнЯр-п;88,5;88,5;88,5;88,5;87,5;89,5;88,5;120;10620;2
04.08.2020;ОФЗ 52001;101,089;101,118;100,802;101,118;100,826;101,077;100,941;672;843281,02;35
04.08.2020;ТНСэнЯр;170;168;168;174;168;170;170;1160;197380;10
04.08.2020;ТНСэнРст;0,46;0,435;0,43;0,475;0,455;0,465;0,44;1430000;631900;62
04.08.2020;ТНСэнРст-п;0,344;0,353;0,344;0,353;0,35;0,366;0,352;130000;45720;4
04.08.2020;ТНСэнНН ао;1360;1315;1315;1360;1325;1360;1335;17;22685;6
04.08.2020;ТНСэнНН ап;600;601;581;602;600;601;599;20;11978;9
04.08.2020;ЛенэнерБО5;;;;;94;;;0;0;0
04.08.2020;РСХБ 24;;;;;102;;;0;0;0
04.08.2020;РСХБ 25;;;;;95;;;0;0;0
04.08.2020;РСХБ 26;;;;;100,25;120,89;;0;0;0
04.08.2020;ВСМПО-АВСМ;17900;18000;17880;18000;17900;17920;17940;893;16011280;383
04.08.2020;ВЭБUSD1P-1;;;;;90;;;0;0;0
04.08.2020;СибГост ао;0,502;0,512;0,4905;0,5175;0,498;0,502;0,501;3163500;1585567,95;794
04.08.2020;Лента БО-3;99;97,18;97,18;101;98,5;100,8;99,08;121;119885;12
04.08.2020;КАМАЗ 12;;;;;90;;;0;0;0
04.08.2020;Медиахолд;0,1472;0,148;0,1462;0,148;0,1466;0,1472;0,1474;615000;90622,2;26
04.08.2020;НижгорОб10;100,4;100,44;100,16;100,44;100,39;100,4;100,41;6146;1851389,91;59
04.08.2020;ТрансФБО40;;;;;80;;;0;0;0
04.08.2020;ВЭБлизБ09;;;;;90;;;0;0;0
04.08.2020;ЕвропланБ2;101,55;101,55;101;101,55;101;102;101,07;114;115220,8;7
04.08.2020;ПЕРЕСВ БП1;;;;;15,85;32,99;;0;0;0
04.08.2020;БалтЛизБО2;110,35;101,35;101,35;110,35;101,3;102;101,35;100020;50686035;5
04.08.2020;Лента БО-6;;;;;93,51;;;0;0;0
04.08.2020;ТРК ао;0,422;0,411;0,411;0,422;0,412;0,426;0,414;100000;41380;5
04.08.2020;ТРК ап;0,2745;0,2725;0,2725;0,277;0,272;0,276;0,273;150000;40985;8
04.08.2020;ВЭБлиз2Р-1;;;;;90,01;;;0;0;0
04.08.2020;ТрансФБО41;;;;;90,01;;;0;0;0
04.08.2020;НацКап Б08;;;;;100;;;0;0;0
04.08.2020;РЖД-35 обл;;;;;90,01;;;0;0;0
04.08.2020;Удмурт2015;101,1;101,01;101,01;101,1;101,1;101,15;101,1;1233;872179,7;24
04.08.2020;РОССИУМ 01;100,65;100,65;100,65;100,65;100,65;100,7;100,65;50;50325;1
04.08.2020;ИА КМ 01;;;;;90;;;0;0;0
04.08.2020;ВлгОб35006;101,6;101,53;101,52;101,79;101,6;101,77;101,66;1631;165808,47;30
04.08.2020;ПропфинБО1;;;;;97,05;100;;0;0;0
04.08.2020;Новсиб 7об;107,8;108,04;107,7;108,04;107,7;107,8;107,8;971;575714,43;15
04.08.2020;Хакас2015;101,32;101,13;101,13;101,97;101,33;101,59;101,59;2315;470364,18;45
04.08.2020;ЧеркизБ1P1;;;;;90,83;;;0;0;0
04.08.2020;СистемБ1P1;105,78;105,59;105,5;105,95;105,78;105,79;105,55;558238;589220348,2;33
04.08.2020;ВымпелКБО2;;;;;90;;;0;0;0
04.08.2020;ВымпелКБО3;99,25;99,25;99,25;99,25;98,75;99,25;99,25;3;2977,5;1
04.08.2020;РЕСОЛизБ03;;;;;90;;;0;0;0
04.08.2020;ИКС5ФинБО4;;;;;100,55;;;0;0;0
04.08.2020;Мордовия02;101,56;101,99;101,05;102;101,58;101,72;101,81;1967;600764,04;36
04.08.2020;ГИТ ао;0,6605;0,6665;0,6605;0,6665;0,6605;0,663;0,6625;4403000;2916417;343
04.08.2020;СМП БО-01;;;;;85,02;;;0;0;0
04.08.2020;ПЕРЕСВ БП2;;;;;14,15;18,98;;0;0;0
04.08.2020;СМП БО-02;;;;;85,02;;;0;0;0
04.08.2020;Волгогр 08;101,98;101,92;101,7;102,3;101,92;101,98;101,93;1408;287043,08;43
04.08.2020;СМП БО-03;;;;;85,02;;;0;0;0
04.08.2020;РЖД БО-02;103,12;103,85;102,45;103,85;103,12;103,85;103,14;9;9282,6;3
04.08.2020;РСХБ БО9;;;;;99,01;103,47;;0;0;0
04.08.2020;ГТЛК БО-05;112,35;112,35;112,35;112,35;112;112,23;112,35;888;997668;1
04.08.2020;ЕврфНедвБ1;;;;;62,53;;;0;0;0
04.08.2020;ПИФ РВМ;;;;;;;;0;0;0
04.08.2020;ГТЛК БО-06;101,16;101,3;101,16;101,3;100,12;101,16;101,3;101;102311,6;3
04.08.2020;РЕСОЛизБ04;;;;;90;108,96;;0;0;0
04.08.2020;ПЕРЕСВ БП3;;;;;;;;0;0;0
04.08.2020;СистемБ1P2;;;;;106,08;;;0;0;0
04.08.2020;НКХП ао;230;231;229;231;229;230;230;2430;559320;56
04.08.2020;МежИнБанк4;;;;;98;101,24;;0;0;0
04.08.2020;РОСЭКСИМБ1;;;;;95,02;101,9;;0;0;0
04.08.2020;МРСКЦенБО4;;;;;90,02;;;0;0;0
04.08.2020;МРСКУр Б02;;;;;90,02;;;0;0;0
04.08.2020;ОГК2 Б1P1R;;;;;100,55;101;;0;0;0
04.08.2020;ОГК2 Б1P2R;;;;;99,05;101,79;;0;0;0
04.08.2020;РОССИУМ Б1;;;;;100,1;100,65;;0;0;0
04.08.2020;ДелоПортс1;;;;;97,01;99,79;;0;0;0
04.08.2020;ФСИ 01;;;;;61,35;;;0;0;0
04.08.2020;КАМАЗ БО-4;100,88;100,8;100,8;100,88;100,8;100,89;100,88;196;197724;2
04.08.2020;КонцесВ 01;;;;;90;;;0;0;0
04.08.2020;КубнЭн1P01;;;;;94,02;;;0;0;0
04.08.2020;ПочтаРосБ1;;;;;80,01;;;0;0;0
04.08.2020;ПКТ 01;;;;;102,5;102,79;;0;0;0
04.08.2020;СберБ об 1;;;;;;;;0;0;0
04.08.2020;Агронова01;;;;;90,01;131,84;;0;0;0
04.08.2020;КАМАЗ БО13;;;;;90;;;0;0;0
04.08.2020;АтомэнпБО8;113,5;113,5;113,01;113,5;113,21;113,5;113,49;1487;1687631,9;18
04.08.2020;ТомскОб 55;113,16;113,54;113,16;115,9;113,16;115,88;115,63;102;88457,41;23
04.08.2020;ГТЛК БО-07;100,7;101,14;100,7;101,14;100,6;100,94;100,76;12;12091,2;3
04.08.2020;РСХБ 27;;;;;100;;;0;0;0
04.08.2020;РСХБ 28;;;;;105;;;0;0;0
04.08.2020;ЕАБР10;;;;;90;;;0;0;0
04.08.2020;ИА АкБар2А;;;;;90;;;0;0;0
04.08.2020;ИАМлтор1А3;;;;;90;;;0;0;0
04.08.2020;ВертолетБ2;;;;;105;105,6;;0;0;0
04.08.2020;ВертолетБ1;;;;;92,4;;;0;0;0
04.08.2020;ОФЗ 26217;103,274;103,151;103,1;103,28;103,204;103,274;103,227;183303;189214787,16;668
04.08.2020;ОФЗ 26218;121,35;121,667;121,142;121,669;121,204;121,35;121,383;10544;12798127,47;145
04.08.2020;ТрансФБО42;;;;;80;;;0;0;0
04.08.2020;НорНик БО5;119,15;119,2;119;119,44;119,15;119,4;119,21;918;1094339,4;80
04.08.2020;ПКТ 02;103,4;102;89,29;103,4;102,04;103,44;98,12;102;100079,6;9
04.08.2020;МЕТАЛИНБ07;;;;;119,07;;;0;0;0
04.08.2020;ГПБ 2-ИП;;;;;93,92;103;;0;0;0
04.08.2020;ВЭБ ПБО1Р1;;;;;111,8;;;0;0;0
04.08.2020;FXRL ETF;3050;3054,5;3026,5;3060;3047,5;3050;3041,5;8535;25959481,5;927
04.08.2020;ИКС5ФинБО5;103,44;103,44;103,44;103,44;98,35;103,44;103,44;2;2068,8;1
04.08.2020;ПромсвбБО8;99,85;99,67;99,67;99,95;99,85;99,99;99,95;449;448759,3;5
04.08.2020;ИАВТБ-БМ2А;;;;;90;;;0;0;0
04.08.2020;МЕТАЛИНБ08;;;;;103,65;104;;0;0;0
04.08.2020;МЕТАЛИНБ02;103,8;103,8;103,8;103,8;103,8;104;103,8;9;9342;1
04.08.2020;ЕврХол1P1R;104,54;104,57;104,31;104,57;104,31;104,54;104,56;3514;3674237,4;19
04.08.2020;СИБУРХол10;103,5;103,5;103,05;103,5;103,2;103,5;103,49;43;44500,5;5
04.08.2020;ПКТ 03;103,01;102,3;102,3;103,01;103,01;104,28;102,52;217;222461,3;11
04.08.2020;ЭлемЛизБО4;;;;;92,02;101,3;;0;0;0
04.08.2020;ИНГБ-БО1;;;;;94,15;;;0;0;0
04.08.2020;РЖД БО-07;102;101,55;101,55;103;102;102,5;102,97;123;126655,5;5
04.08.2020;О'КЕЙ-Б06;102,99;102,93;102,93;102,99;101,22;102,99;102,97;3;3089,1;2
04.08.2020;ТМК БО-5;100,45;100,8;100,45;100,8;100,45;100,8;100,67;8;8053,5;3
04.08.2020;ИнДевелБО1;;;;;60,07;;;0;0;0
04.08.2020;РЖД БО-05;;;;;90,01;;;0;0;0
04.08.2020;ОДК 02;104,71;108,99;104,71;108,99;104,7;105,65;105,42;6;6325,4;3
04.08.2020;ОДК 03;;;;;90;;;0;0;0
04.08.2020;РУСАЛБрБ01;95,19;95,02;94,67;96;95,22;95,58;95,4;305;290983,9;27
04.08.2020;ТранснфБО5;103,5;103,53;103,5;103,53;103,41;103,5;103,5;1131;1170585,9;4
04.08.2020;Держава 03;;;;;90;;;0;0;0
04.08.2020;ПолюсБ2;106;105,91;105,21;106,33;105,6;106;106,01;171;181280,5;14
04.08.2020;ПолюсБ3;106,33;106,34;106,33;106,34;105,81;106,25;106,34;2;2126,7;2
04.08.2020;ПолюсБ1;106,5;106,21;106,21;106,5;106,21;106,5;106,44;10;10644,2;5
04.08.2020;ТрансФБО43;;;;;80;;;0;0;0
04.08.2020;ПромсвбБП1;103,01;103;103;103,35;103,31;103,35;103,21;49;50574,5;7
04.08.2020;Полюс;17380,5;16831;16707,5;17420;17380,5;17390;16989,5;229203;3894096773,5;28165
04.08.2020;МиратФБО-6;101,5;102,64;101,5;102,65;101,51;102,51;102,1;50;51048,7;8
04.08.2020;ИКС5ФинБО6;106;103;103;106,2;104,97;106;105,62;37;39080,5;13
04.08.2020;РГС СК ао;0,1506;0,1514;0,1494;0,1514;0,1498;0,1506;0,1502;6607000;991825,6;129
04.08.2020;БашнфтБО6;107,5;107,48;107,46;107,96;107,5;107,72;107,55;4127;4438422,4;82
04.08.2020;БашнфтБО8;108;107,66;107,66;108,04;107,66;108,57;107,87;5;5393,6;4
04.08.2020;ИАМлторг2А;;;;;90;;;0;0;0
04.08.2020;Якут-08 об;103,27;104,9;103,27;104,9;103,27;103,3;103,36;362;168377,09;10
04.08.2020;ПочтаРосБ2;105,24;103,49;103,49;105,24;104,91;105,25;105;29;30449,6;4
04.08.2020;КонцесВ 02;;;;;90;;;0;0;0
04.08.2020;АбсолютБC1;;;;;100,99;;;0;0;0
04.08.2020;БашнфтБО2;;;;;90;;;0;0;0
04.08.2020;ЯрОбл 2016;112,5;112,5;112,5;112,5;110;112,5;112,5;6;5400;2
04.08.2020;РосбанкБ14;;;;;90;116,9;;0;0;0
04.08.2020;РЖД БО-17;;;;;110;126;;0;0;0
04.08.2020;Новсиб 8об;;;;;110,5;111,08;;0;0;0
04.08.2020;УпрОтходБ1;;;;;60;;;0;0;0
04.08.2020;ИАМлтор1А4;;;;;90;;;0;0;0
04.08.2020;СтруктИнв1;;;;;;;;0;0;0
04.08.2020;RUS-26;;;;;;;;0;0;0
04.08.2020;ГазпрнефБ3;105,28;105,28;105,28;105,28;104,06;106,4;105,28;2;2105,6;1
04.08.2020;ПионерБО2;99,84;99;91,09;99,84;93,85;99,85;94,19;69;64991,5;11
04.08.2020;ОДК 01;114,5;119,8;114,5;119,8;114,51;119,75;116,27;3;3488;2
04.08.2020;ТрнфБО1P1;;;;;110,59;111,95;;0;0;0
04.08.2020;МегафнБ1P2;;;;;90;;;0;0;0
04.08.2020;БелгОб2016;102,4;102,34;102,34;102,4;102,35;102,4;102,39;7;7167,4;3
04.08.2020;ИА Вега2 А;;;;;101;;;0;0;0
04.08.2020;ИА Вега1 А;;;;;90;;;0;0;0
04.08.2020;НижгорОб11;;;;;107,4;108,14;;0;0;0
04.08.2020;ЛнССМУБ1P1;102,57;102,59;102,35;102,69;102,56;102,57;102,54;2956;1364005,36;61
04.08.2020;РСГ-ФинБ10;104;104;103,5;104;103,33;104;103,75;51;52910;5
04.08.2020;ЯмалСтИн 1;;;;;100;106,74;;0;0;0
04.08.2020;ТрансФБО27;;;;;80,01;105;;0;0;0
04.08.2020;ПЕРЕСВ БП5;;;;;14,77;19,8;;0;0;0
04.08.2020;СберАрБизн;;;;;;;;0;0;0
04.08.2020;ТинькоффБ7;101,98;101,98;101,31;101,99;101,97;102;101,54;59;59907,9;10
04.08.2020;АВТОБАН-Ф1;103,65;103,03;103,01;103,65;103,6;103,65;103,21;154;158936,3;16
04.08.2020;СамарОбл12;109,77;109,5;108,57;109,9;108,61;109,78;109,8;48;52704,2;7
04.08.2020;Юнипро ао;2,859;2,879;2,831;2,89;2,851;2,858;2,849;60306000;171827951;3513
04.08.2020;РН БАНК 01;;;;;100,55;101,47;;0;0;0
04.08.2020;ОФЗ 26219;113,257;113,258;113,19;113,668;113,258;113,298;113,272;130115;147467886,01;135
04.08.2020;ТрнфБО1P2;;;;;95;;;0;0;0
04.08.2020;РСХБ 06Т1;;;;;129,9;;;0;0;0
04.08.2020;РСХБ 07Т1;;;;;129,9;;;0;0;0
04.08.2020;МОСТРЕСТ 7;104,29;104,4;103,91;104,4;104,2;104,3;104,02;76;79052,9;11
04.08.2020;ВЭБ ПБО1Р3;102,45;102,5;102,45;102,5;102,45;104,62;102,8913;3;228000,62;2
04.08.2020;ПИК БО-7;103,1;102,78;102,41;103,27;103;103,1;102,93;160;164690,7;44
04.08.2020;Совком БО3;101,01;101,01;101,01;102,9;101;102,89;101,53;49;49750,5;7
04.08.2020;ИКС5ФинБО7;104,6;104,3;104,3;104,6;104,35;104,6;104,33;60541;63160566,5;6
04.08.2020;МОСТРЕСТ 8;105,09;105,1;103;105,11;103,5;105,09;103,99;289;300519;23
04.08.2020;АльфаБО-16;125,98;126,92;100,03;126,92;100,5;125,99;117,64;3;3529,3;3
04.08.2020;ТрнфБО1P3;111,8;111,35;111,35;111,8;111,35;111,8;111,68;79;88227,5;3
04.08.2020;ТКБ-С04;106,82;108,17;106,82;108,17;106,82;107;106,99;52;55636,9;10
04.08.2020;МРСКУр Б05;;;;;90,02;;;0;0;0
04.08.2020;ГазпрнефБ1;105,58;105,59;105,58;105,59;103,51;105,59;105,58;17;17949,3;4
04.08.2020;ГазпрнефБ4;;;;;103,41;104,2;;0;0;0
04.08.2020;МиратФБО-7;;;;;100;;;0;0;0
04.08.2020;МТС БО-02;101,25;101,25;101,25;101,25;101;102;101,25;1;1012,5;1
04.08.2020;ГЕОТЕК ао;;;;;0,03;;;0;0;0
04.08.2020;ТранснфБО6;;;;;103,5;108,15;;0;0;0
04.08.2020;Мордовия03;103,38;103,43;103,37;103,58;103,39;103,42;103,41;3212;2325034,32;121
04.08.2020;ГТЛК БО-08;106,04;106,04;106,04;106,04;104,05;105,99;106,04;1;1060,4;1
04.08.2020;ТамбовОбл2;106,9;106,9;106,9;106,9;106,32;106,9;106,9;2;2138;2
04.08.2020;Удмурт2016;124,98;124;124;124,98;124;124,63;124,08;13;16129,8;2
04.08.2020;ТрансКонБ2;;;;;101;102,4;;0;0;0
04.08.2020;ПочтаРосБ3;;;;;98,19;105,85;;0;0;0
04.08.2020;Ростел1P1R;98,8;104,47;98,8;104,47;106;107;99,91;30;29972,3;12
04.08.2020;ГТЛК 1P-01;;;;;95,01;;;0;0;0
04.08.2020;ТКК кл.Б;;;;;80;;;0;0;0
04.08.2020;ТКК кл. А1;;;;;80;;;0;0;0
04.08.2020;ЛСР БО 1Р1;102,75;102,98;102,56;102,98;102,55;102,75;102,69;125;77014,92;24
04.08.2020;ИКС5Фин1P1;;;;;97,25;103,8;;0;0;0
04.08.2020;СберБ БО37;104,43;104,87;104,43;104,87;104,42;104,64;104,58;20;20915,9;8
04.08.2020;Новсиб2016;;;;;103,51;111,49;;0;0;0
04.08.2020;АльфаБО-17;;;;;102;106;;0;0;0
04.08.2020;РСХБ 08Т1;131,45;131,57;131,2;131,6;131,25;131,45;131,37;1077;1414802,6;44
04.08.2020;Акрон Б1P1;100,9;100,9;100,9;100,9;100,7;100,9;100,9;5;5045;1
04.08.2020;КонцесВ 03;;;;;90;;;0;0;0
04.08.2020;ТрнфБО1P4;109,16;109,16;109,16;109,16;106,61;108;109,16;1;1091,6;1
04.08.2020;ЕвропланБ7;101,9;101,9;101,9;101,9;100;101,9;101,9;3;3057;3
04.08.2020;РЕСОЛизБ05;;;;;102,06;108,96;;0;0;0
04.08.2020;ПКБ БО-01;101,46;101,79;101,42;101,8;101,45;101,46;101,47;1775;900553,75;90
04.08.2020;ТрансФ1P01;;;;;90;;;0;0;0
04.08.2020;БашнфтБО9;;;;;90,01;;;0;0;0
04.08.2020;ТФГ-руб.об;;;;;;;;0;0;0
04.08.2020;ОмскОб2016;103;103;103;103;102,38;103,95;103;4;4120;2
04.08.2020;КрасЯрКр12;106,57;106,04;106,04;106,57;106,2;106,56;106,55;216;230158,4;11
04.08.2020;Хакас2016;112,02;112;111,75;112,37;112,02;112,03;111,92;5195;5814027,2;153
04.08.2020;СтаврКрай3;109,6;107;105,01;109,6;106,41;109,59;106,67;16;17066,4;4
04.08.2020;Самолет 01;;;;;100,01;;;0;0;0
04.08.2020;ПолиплБ03;98,1;98,6;98,1;98,6;98,1;98,5;98,29;14;13760,2;6
04.08.2020;СистемБ1P4;101,3;101,38;101,2;101,38;101,21;101,48;101,26;26;26326,6;10
04.08.2020;ТомскАдм 6;;;;;103,08;;;0;0;0
04.08.2020;РЖД-42 обл;;;;;90,01;;;0;0;0
04.08.2020;СвердлОб3;108,68;107,98;107,98;108,68;107,99;109,38;108,33;6;6499,8;2
04.08.2020;РуссНфт ао;500;496,6;493,6;502,2;499,4;500;497;9390;4666294,2;1623
04.08.2020;КОМИ 13 об;;;;;102;;;0;0;0
04.08.2020;СистемБ1P5;100,41;100,5;100,33;101,08;100,31;100,88;100,47;53;53246,8;10
04.08.2020;Автодор1P1;101,8;101,5;101,5;101,8;101,6;101,8;101,55;31;31480;3
04.08.2020;ПИФ КОНСЕР;;;;;;1800;;0;0;0
04.08.2020;ФСК ЕЭС Б2;;;;;80,01;;;0;0;0
04.08.2020;МосОбл2016;109;109,5;108,83;109,51;108,9;109;109,06;54;58890,2;10
04.08.2020;ОФЗ 29012;100,964;101,101;100,872;101,187;100,964;101,048;100,974;21126;21331665,15;493
04.08.2020;ТрансФБО44;;;;;80;;;0;0;0
04.08.2020;ЯНАО-2016;103,85;103,57;103,57;104,8;103,84;104,78;104,57;31;19449,24;12
04.08.2020;ТелХолПБО2;;;;;90;;;0;0;0
04.08.2020;Роснфт1P1;;;;;95;;;0;0;0
04.08.2020;ГТЛК 1P-02;;;;;101,5;;;0;0;0
04.08.2020;КАМАЗ БО14;;;;;91,37;;;0;0;0
04.08.2020;ХМАО 10;105;105;105;105;102,25;106,1;105;1;1050;1
04.08.2020;КАМАЗ БО15;;;;;90;;;0;0;0
04.08.2020;РосбанкБ12;;;;;94,77;102,46;;0;0;0
04.08.2020;РосбанкБ11;102,1;102,1;102,1;102,1;91,02;102;102,1;5;5105;1
04.08.2020;КРАУС Б1P1;;;;;90;;;0;0;0
04.08.2020;РСЭКСМБ1Р1;;;;;;;101,774;0;0;0
04.08.2020;БашнфБ1P1R;;;;;90,02;;;0;0;0
04.08.2020;БашнфтБО10;;;;;90,02;;;0;0;0
04.08.2020;БашнфБ1P2R;;;;;91,13;;;0;0;0
04.08.2020;КалинОбл16;105,98;106;105,71;106;105,82;105,98;105,74;318;336262,6;18
04.08.2020;ПочтаРБ1P1;;;;;90,05;;;0;0;0
04.08.2020;Роснфт1P2;105,79;105,78;105,78;105,79;105,07;105,78;105,78;6;6346,9;2
04.08.2020;ИркОбл2016;104,1;104,3;104,05;104,3;104,1;104,3;104,29;191;159353,2;4
04.08.2020;ЛидерИнБП1;99,61;98,01;98,01;100,6;99,92;100;100,06;1108;1108613,1;67
04.08.2020;Роснфт1P3;;;;;90,02;;;0;0;0
04.08.2020;ЧТПЗ 1P1;102,69;102,69;102,69;102,69;102,21;102,69;102,69;1;1026,9;1
04.08.2020;ВЭБ ПБО1Р5;106,55;105,6;105,59;106,55;104,73;106,53;105,66;39;41209,1;4
04.08.2020;РЖД-41 обл;102,5;102,4;102,4;102,5;102,3;102,5;102,44;34530;35373248,9;5
04.08.2020;ПИФБКС Осн;257,5;259,5;256;259,5;256;257,5;257;1030;264840;19
04.08.2020;АльфаБО-18;101,2;101,49;101,17;101,49;101,18;101,2;101,22;231;233807,8;29
04.08.2020;РН-ЗапСиб;44;48,6;41,8;57,2;43,6;44,2;45,6;194900;8872120;789
04.08.2020;Финанс-М 1;;;;;40;41,99;;0;0;0
04.08.2020;ПИФ РубОбл;1748;1748;1748;1748;;1750;1748;285;498180;12
04.08.2020;БашнфБ1P3R;;;;;90,02;;;0;0;0
04.08.2020;ПИФ РосАкц;;;;;;;;0;0;0
04.08.2020;ОФЗ 26220;106,458;106,521;106,35;106,593;106,459;106,52;106,506;8754;9321736,39;154
04.08.2020;ТрнфБО1P5;110,37;112,99;110,01;112,99;110,37;112,5;111,22;15;16683,2;7
04.08.2020;ПропфнБ-П1;;;;;;;;0;0;0
04.08.2020;Сахэнер ао;5,85;5,825;5,745;5,96;5,85;5,875;5,845;359600;2102219,5;85
04.08.2020;ГТЛК 1P-03;112,19;112,15;111,9;112,19;112;112,19;111,97;8013;8972308,6;59
04.08.2020;МТС 001P-1;105,48;105,94;105,45;105,94;105,45;105,48;105,49;1112;1173002,6;31
04.08.2020;ДетскийМир;119,4;118,54;117,66;120,34;119,3;119,44;119,14;3290430;392001845;11768
04.08.2020;ГазпромКБ5;112,09;113,42;111,58;113,42;111,8;112,09;112,08;4602;5158101,8;107
04.08.2020;ГазпромКБ6;;;;;100,02;;;0;0;0
04.08.2020;ЧТПЗ 1P2;106,64;106,31;106,3;106,64;106,33;106,61;106,41;48;51078,3;6
04.08.2020;РЖД БО-11;;;;;104,8;;;0;0;0
04.08.2020;ПИК БО-П01;100,08;100,12;100,01;100,12;100,02;100,09;100,09;1622;1623407,4;127
04.08.2020;ТрансФ1P02;99,9;101;99,85;101;99,85;99,9;100,26;29;29076;8
04.08.2020;СМП 03;;;;;85,02;;;0;0;0
04.08.2020;СМП 02;;;;;85,02;;;0;0;0
04.08.2020;ОФЗ 26221;115,001;115,697;114,554;115,698;115,003;115,13;115,031;17692;20348404,57;83
04.08.2020;ОткрФКБОП3;100,8;99,82;99,82;101,15;99,82;100,8;100,38;217;217814,1;12
04.08.2020;ТрнфБО1P6;102,85;102,9;102,75;102,9;102,75;102,85;102,86;115;118283,7;26
04.08.2020;ЧТПЗ 1P3;111,27;111,35;110,99;111,35;111,07;111,27;111,19;7284;8099332,6;28
04.08.2020;МТС 001P-2;102,01;102,08;102;102,4;102,01;102,39;102,11;2165;2210780,5;62
04.08.2020;РСХБ БО 1P;100,66;100,68;100,63;100,68;100,66;100,68;100,65;2777;2795162,7;19
