Date;Code;Close;Open;Low;High;Bid;Ask;WeightedAverage;Amount;Volume;NumberOfTrades
04.08.2020;Альфа-Б2Р1;102,46;102,06;102,02;102,53;102,3;102,48;102,16;536;547590,9;32
04.08.2020;BCS 08/21;68;68;68;68;66,75;71,33;68;1;68000;1
04.08.2020;ЦППК 1P-02;103,1;103,07;102,79;103,16;103,03;103,1;103,06;13959;14386759,2;73
04.08.2020;ПР-Лиз 1P1;101,9;101,01;101;101,9;101;101,4;101,75;20;20350,7;5
04.08.2020;СУЭК-Ф1P2R;101,72;107,76;101,72;107,76;101,73;104,14;101,94;28;28542,5;3
04.08.2020;ФолксвБ1P2;104,1;104,49;103;104,49;102,85;103,48;103,18;714;736675,4;34
04.08.2020;ТрансФ ао;;;;;0,078;;;0;0;0
04.08.2020;РЖД 1Р-08R;101,95;100;99,76;101,95;101,75;101,98;100,07;11;11007,5;3
04.08.2020;МясничБОП2;104,24;104,77;103,73;104,94;104,25;104,5;104,38;169;176403,2;24
04.08.2020;ИА ДОМ 5P2;;;;;103,3;103,8;;0;0;0
04.08.2020;ВТБ Б-1-8;102,86;103,6;102,86;103,6;102,83;103,28;102,98;3953;4070821,6;66
04.08.2020;Кокс БО-05;;;;;90;;;0;0;0
04.08.2020;ВТБИнМсБир;7090;7100;7065;7195;7080;7090;7170;1175;8422540;65
04.08.2020;ГарИнв1P04;;;;;95,07;105;100;0;0;0
04.08.2020;ЦентрИБ1Р5;;;;;65;133,17;;0;0;0
04.08.2020;ДиалексП01;;;;;;;;0;0;0
04.08.2020;МетИнвБ Б3;;;;;98;;;0;0;0
04.08.2020;ЛобняЗПИФ;;;;;;;;0;0;0
04.08.2020;BCS3108/21;;;;;60,26;101;;0;0;0
04.08.2020;BCS 10/21;63,55;63,55;63,55;63,55;63,4;65,7;63,55;2;127100;2
04.08.2020;SBMX ETF;1403;1407,5;1395;1407,5;1399,5;1403;1401;31950;44764119,5;625
04.08.2020;КрасЯрКр16;104,01;104,01;104,01;104,01;105;108,65;104,01;1;1040,1;1
04.08.2020;Инвтстр 01;;;;;99;;;0;0;0
04.08.2020;СолЛизБО02;99,45;99,45;99;99,45;99,45;99,8;99,32;1103;1095531;7
04.08.2020;BCS 09/23;89,15;89;88;89,15;90;90,5;88,39;6;530360;6
04.08.2020;ДерПлат1P2;100;102;100;102;99,98;100;100,11;19;19020;2
04.08.2020;ИнвтстрБО1;;;;;99;;;0;0;0
04.08.2020;Raven;32,35;33,9;29,4;39,9;31,55;32,4;32,55;467800;15232095;1071
04.08.2020;ЛегионБО-1;100,5;100,69;100,25;100,69;100,26;100,5;100,52;69;69358,4;16
04.08.2020;ИА ДОМ 4P2;;;;;104,2;104,85;;0;0;0
04.08.2020;РГ Лиз 01;;;;;99,99;101,22;;0;0;0
04.08.2020;Новосиб 19;105,6;105,25;105,25;105,6;104;105,6;105,57;200;211137;3
04.08.2020;FXKZ ETF;216,7;215,8;214;217,2;216,2;216,8;216,3;5270;1139743,7;576
04.08.2020;РСХБ БО-6Р;106,36;106,53;106,31;106,84;106,33;106,82;106,53;372;396295,5;25
04.08.2020;СветофорП1;101,52;101,51;101,11;101,53;101,19;101,51;101,49;312;316646,6;26
04.08.2020;СвердлОбл5;106,5;106,5;106,5;106,5;106,35;106,83;106,5;2;2130;2
04.08.2020;ФСК ЕЭС1Р1;109,8;108,77;108,77;110,15;109,8;110,15;109,47;28;30652;7
04.08.2020;ХабарКрай7;110,85;110,85;110,85;110,85;109,81;110,85;110,85;1;1108,5;1
04.08.2020;БанкГПБ1Р1;;;;;101,5;;;0;0;0
04.08.2020;ЛипецкОб10;;;;;106,25;106,84;;0;0;0
04.08.2020;КонцесТ 03;;;;;90;;;0;0;0
04.08.2020;ДрктЛиз1P3;101,05;100,89;100,89;101,06;101,05;101,43;100,9;420;423780,6;8
04.08.2020;АЛЬФА-Б2Р2;104;104,39;103,78;104,47;103,71;104;104,01;614;638611,7;14
04.08.2020;Томсккаб02;;;;;90;;;0;0;0
04.08.2020;ФПК 1P-04;;;;;102;109,6;;0;0;0
04.08.2020;РЖД 1Р-09R;;;;;90,1;;;0;0;0
04.08.2020;ТрансмхПБ2;104;104;104;104;103,71;104,29;104;16;16640;2
04.08.2020;ДерПлат1P3;;;;;99,95;100;;0;0;0
04.08.2020;ЕАБР 1Р-02;102,37;102,37;102,37;102,37;102,37;;102,37;2;2047,4;1
04.08.2020;КамчКрай01;;;;;109,9;110,9;;0;0;0
04.08.2020;Совком C01;;;;;90;;;0;0;0
04.08.2020;УрКаПБО5P;104,27;104,05;104,03;104,3;104,11;104,3;104,17;116;120833,5;14
04.08.2020;ТКХ БО-П02;;;;;70;;;0;0;0
04.08.2020;ФПК 1P-05;;;;;100,03;100,53;;0;0;0
04.08.2020;КарМаниБ1;103,68;103,81;103,14;103,82;103,46;103,68;103,66;233;241528,6;29
04.08.2020;КарМаниБ2;102,05;102,17;101,54;102,17;101,62;101,8;101,72;293;298051,7;36
04.08.2020;РН БАНК1Р3;;;;;100,17;105,2;;0;0;0
04.08.2020;БанкГПБ1Р2;;;;;90,02;;;0;0;0
04.08.2020;МСБЛиз2P01;101,09;101;100,29;102,5;101,12;101,72;101,3;479;186640,91;86
04.08.2020;НижгорОб13;105,8;106;105,72;106;105,8;106,4;105,86;19;16091,2;3
04.08.2020;ХКФинБ1P2;105,99;105,99;105,99;105,99;103,53;105,5;105,99;1;1059,9;1
04.08.2020;ГрузЦ БОП2;102,5;102,49;102,48;102,5;102,48;102,5;102,48;18;184472;6
04.08.2020;ГТЛК 1P-12;104,45;104,45;104,45;104,45;104,5;105;104,45;1;1044,5;1
04.08.2020;Роделен1Р1;100,45;100,44;100,02;100,48;100,11;100,45;100,39;576;256750,84;66
04.08.2020;ИА ДОМ 6P2;106,15;105,01;90,01;106,15;106,1;106,15;106,12;9017;5702557,26;10
04.08.2020;РСХБ БО-7Р;;;;;91,02;;;0;0;0
04.08.2020;BCS 12/21;;;;;57;132;;0;0;0
04.08.2020;ИА БСПБ2 1;;;;;90;;;0;0;0
04.08.2020;РоялКапБО2;100,1;100,31;100;100,32;99,9;100,09;100,05;122;122061,1;15
04.08.2020;ОАЭ  БО-П1;102,49;101,6;101,33;104,83;102,06;102,43;102,76;1016;1044016,2;63
04.08.2020;СберБ Б52R;104,91;104,93;104,9;104,94;104,83;104,91;104,93;50;52464;10
04.08.2020;КВС об. 01;;;;;90;;;0;0;0
04.08.2020;РЖД 1Р-10R;105,72;106;105,4;106;105,35;105,72;105,63;735;776389,2;52
04.08.2020;ПР-Лиз 1P2;101,5;102,38;101,19;102,5;101,5;101,6;102,06;45;45927,6;13
04.08.2020;ИНГРАД1P2;;;;;90;;;0;0;0
04.08.2020;ТКК кл. А4;;;;;80;;;0;0;0
04.08.2020;РЖД 1Р-11R;;;;;90,05;;;0;0;0
04.08.2020;КЕБ БО1Р02;100,37;100,35;100,14;100,48;100,37;100,48;100,19;1922;1925627,3;51
04.08.2020;ГПБ001P03P;105,82;106,32;105,37;106,32;105,6;105,82;105,56;2624;2769855,3;33
04.08.2020;СберБ Б50R;;;;;95,2;;;0;0;0
04.08.2020;ВсИнстрБО1;100,8;100,94;100,7;100,95;100,76;100,8;100,81;408;411294,4;58
04.08.2020;КировОбл01;;;;;100;;;0;0;0
04.08.2020;СолЛизБО03;100;99,59;99,5;100;99,21;100;99,59;366;364485,9;9
04.08.2020;Калсб 1P01;100,11;100,08;100,03;100,13;100,06;100,12;100,08;2099;2100732,9;163
04.08.2020;АС ФИН1Р1;100;100;100;100;102;;100;1965;1965000;1
04.08.2020;ОАЭ  БО-П2;102,39;101,74;101,13;102,49;101,71;102,39;102,05;167;170418;28
04.08.2020;РСБ ХМАО01;;;;;90,02;;;0;0;0
04.08.2020;ВЭБ.РФ 08;100,92;100,92;100,91;100,92;100,91;100,92;100,91;636;641815,2;8
04.08.2020;ВЭБ.РФ 06;100,78;100,78;100,78;100,78;100,75;100,78;100,78;1;1007,8;1
04.08.2020;ВЭБ.РФ 09;102,35;102,17;102,17;102,35;102,18;102,35;102,19;63;64379,1;13
04.08.2020;ВЭБ.РФ 10;;;;;95;;;0;0;0
04.08.2020;ВЭБ.РФ 21;105,35;105,35;105,35;105,35;104,95;105,24;105,35;10;10535;1
04.08.2020;ВЭБ.РФ 18;108;109;108;109;108;109,05;108;17926;19360280;4
04.08.2020;ВЭБ.РФ 19;103,1;103,26;103,1;103,26;103,1;103,25;103,1;102;105165,5;4
04.08.2020;ВЭБ.РФ 31;;;;;90,95;;;0;0;0
04.08.2020;ВЭБ.РФ Б11;;;;;90,01;;;0;0;0
04.08.2020;НКНХ 1Р-01;116,5;116,6;116,5;117,5;116,5;116,52;117,3;274;321389,8;27
04.08.2020;ВЭБ.РФ Б05;100,3;100,3;100,3;100,3;100,21;100,3;100,3;1464;1468392;10
04.08.2020;АЛЬФА-Б2Р3;106,7;106,34;106,34;106,7;106,56;106,7;106,7;129;137638,6;11
04.08.2020;ВЭБ 1P-12;105,2;104,71;104,7;105,37;104,99;105,36;105,19;210;220895,6;9
04.08.2020;МОСМСП1 01;;;;;99;100,66;;0;0;0
04.08.2020;Карелия 19;;;;;102,2;;;0;0;0
04.08.2020;РОССИУМ1P2;;;;;80;;;0;0;0
04.08.2020;Самолет1P4;;;;;100,1;;;0;0;0
04.08.2020;Автодор2Р1;;;;;90,02;114,16;;0;0;0
04.08.2020;Автодор2Р2;;;;;100,55;100,74;;0;0;0
04.08.2020;ГПБ 1P-04P;;;;;90,02;;;0;0;0
04.08.2020;ОткрФКББ08;95,77;94,13;94,13;95,77;94,22;95,77;94,4;6;5664,2;2
04.08.2020;ОткрФКББ7;;;;;96,03;99,77;;0;0;0
04.08.2020;ОткрФКББ09;;;;;94,96;96,95;;0;0;0
04.08.2020;ОткрФКББ14;94,56;94,57;94,56;94,57;94,56;95,09;94,57;2;1891,3;2
04.08.2020;ОткрФКББ10;;;;;94,95;99;;0;0;0
04.08.2020;ОткрФКББ11;;;;;94,73;96;;0;0;0
04.08.2020;ОткрФКББ12;;;;;94,54;95,98;;0;0;0
04.08.2020;ОткрФКББ13;;;;;94,14;95,04;;0;0;0
04.08.2020;iРОСНАН1П1;;;;;95,1;;;0;0;0
04.08.2020;ИА ДОМ 7P2;;;;;90;;;0;0;0
04.08.2020;ЮАИЗ 1-001;102;102,7;101,55;102,7;101,55;102;102,23;519;530577,7;20
04.08.2020;SBGB ETF;1249,6;1239;1239;1249,8;1249,6;1250;1248,2;4304;5372184;281
04.08.2020;ММЦБ П01-1;105;105;105;105;104,5;105,4;105;18;18900;4
04.08.2020;ВЭБ 1P-13;;;;;90,25;;;0;0;0
04.08.2020;Росбанк2P4;105;105,46;104,8;105,46;104,8;105;104,97;268;281319,5;9
04.08.2020;МТС 1P-07;109,4;110,18;109,2;110,36;109,21;109,38;109,43;346;378613;25
04.08.2020;ГПБ 1P-05P;107,96;107,92;107,59;108;107,76;107,96;107,92;4521;4879067,3;247
04.08.2020;РЖД 1Р-12R;112,33;112,33;112,33;112,33;110,54;112,98;112,33;95;106713,5;2
04.08.2020;СОЛИДСР2ЗП;;;;;;;;0;0;0
04.08.2020;ИКС5Фин1P4;102,93;102,93;102,93;102,93;102,93;102,94;103,08;1;1029,3;1
04.08.2020;Мегафон1P5;104,47;102,8;102,8;104,47;103,4;104,3;104,2;373;388682;8
04.08.2020;Магнит3Р01;104,84;104,55;104,5;104,99;104,5;104,69;104,5;11563;12083414,4;16
04.08.2020;НафттрнБО1;102,49;101,57;101,3;102,49;101,5;102,49;101,47;25;253667;7
04.08.2020;ОФЗ 26226;114,45;114,679;114,352;114,679;114,365;114,45;114,451;160841;184082674,93;43
04.08.2020;BCS12/23-3;95,79;95,5;95,5;95,79;94,4;95,7;95,62;6;573690;4
04.08.2020;SBCB ETF;1256,2;1253,2;1247,6;1262,2;1255;1258,2;1255,6;2286;2868682,6;246
04.08.2020;ИА ДОМ 8P2;;;;;105,35;105,85;;0;0;0
04.08.2020;ГТЛК 1P-13;104,85;104,89;104,39;104,89;104,25;104,83;104,64;1921;2010175;18
04.08.2020;КАМАЗ БОП1;102,9;102,99;102,76;103;102,88;102,9;102,81;1257;969218,72;31
04.08.2020;АПРИФП БП1;105,02;105,51;103,96;105,51;105,05;105,08;105,13;430;452076,5;72
04.08.2020;ФолксвБ1P3;104,7;104,9;104,5;104,9;104,5;104,7;104,7;2025;2120078,5;7
04.08.2020;ГПБ 1P-06P;;;;;90,02;;;0;0;0
04.08.2020;ЗПИФ КапВл;134;114;114;134;126;138;130;320;41680;20
04.08.2020;ФридФинБО1;108,89;108,89;108,41;108,9;108,48;108,9;108,83;161;175223,2;27
04.08.2020;РН БАНК1Р4;105,17;104,24;104,24;105,17;104,61;105,17;104,71;1238;1296279,8;6
04.08.2020;ВЭБ 1P-14;;;;;101;;;0;0;0
04.08.2020;ТойотаБ1P2;;;;;104,5;104,72;;0;0;0
04.08.2020;НПК ПБО-02;;;;;91,61;108;;0;0;0
04.08.2020;VTBB ETF;1185,2;1185;1184,5;1186,5;1185,1;1185,2;1185,6;6334;7509581,3;455
04.08.2020;iСЛТ001P02;103,59;103,21;103,21;103,7;103,5;103,59;103,62;996;1032065,6;36
04.08.2020;Магнит3Р02;102,25;102,39;101,92;102,39;101,97;102,25;102,28;73;74665,3;18
04.08.2020;ЕвропланБ5;101,21;101,22;101,21;101,48;101,22;101,44;101,38;619;627539,1;43
04.08.2020;ПравоурмБ1;;;;;91,05;108;;0;0;0
04.08.2020;РЕСОЛизБП2;104,89;104,89;104,89;104,89;103,8;103,85;104,89;10;10489;1
04.08.2020;ВЭБ 1P-15;;;;;101,4;102,65;;0;0;0
04.08.2020;ДОМ 1P-5R;;;;;100,25;101,9;;0;0;0
04.08.2020;НЗРМ БО-П1;105;104,93;104,93;105;104,63;104,95;104,99;16;167976;6
04.08.2020;БЭЛТИ БОП1;100,24;100,18;100,17;100,24;100,07;100,24;100,2;99;77371,55;12
04.08.2020;ИнвтстрБО2;;;;;99;;;0;0;0
04.08.2020;МОЭК БО1P1;104,7;104,3;104,3;104,7;104,3;104,7;104,61;9;9415;2
04.08.2020;Система1P9;105,89;106,07;105,81;106,07;105,85;105,9;105,89;875;926549,2;37
04.08.2020;СолЛизБО04;99,1;99;99;99,1;98,3;99,1;99,01;442;437628;2
04.08.2020;ЕАБР 1Р-03;;;;;101,71;102,2;;0;0;0
04.08.2020;ГарИнв1P05;93,56;94,51;93,39;95,11;93,5;93,56;93,73;25605;23038909,85;1777
04.08.2020;РОЛЬФ 1Р01;101,99;101,11;101,11;102,28;101,99;102,17;102,07;305;311316,6;31
04.08.2020;МясничБОП3;104,97;104,99;104,21;105;104,91;104,98;104,93;593;622207;102
04.08.2020;ПионЛизБП2;90;90,29;90;90,57;90,14;90,2;90,34;1436;1297309,9;150
04.08.2020;ВБРР 1P-03;;;;;90;;;0;0;0
04.08.2020;Мегафон1P6;;;;;109,05;109,88;;0;0;0
04.08.2020;Мегафон2P1;;;;;90,02;;;0;0;0
04.08.2020;СберБ Б78R;102;102,01;101,96;102,05;101,98;102,01;101,99;22354;22799469,1;45
04.08.2020;АВТОБФ БП2;101,41;101,74;101,4;101,74;101,4;101,66;101,56;838;851050,5;23
04.08.2020;ТрейдбБОП1;101,17;101,3;101,16;101,73;101,17;101,44;101,4;54;54753,8;9
04.08.2020;ГПБ 1P-07P;;;;;90,02;;;0;0;0
04.08.2020;ОФЗ 26227;109,5;109,8;109,301;109,8;109,323;109,499;109,346;62383;68307544,12;47
04.08.2020;Лента Б1P2;104,55;104,55;104,55;104,55;104,55;105;104,55;1;1045,5;1
04.08.2020;ТРИНФ Х Б1;;;;;100;;;0;0;0
04.08.2020;БрайтФ БП1;100;99,99;99,99;100;99,9;100;99,99;52;51996,3;3
04.08.2020;Славнеф1Р2;107,5;107;107;107,5;97,25;107,49;107,14;25;26785;3
04.08.2020;АВНГРДБ1P2;;;;;99,5;;;0;0;0
04.08.2020;RUS-35;;;;;;;;0;0;0
04.08.2020;АРАГОН БП1;;;;;90;;;0;0;0
04.08.2020;КАМАЗ БОП2;103;103;102,8;103;102,9;103;102,96;25;17245,8;5
04.08.2020;РЖД 1Р-13R;117,99;118;117,99;118;117,99;118;118;172;202959,9;5
04.08.2020;Энел 1P-2R;;;;;85,02;;;0;0;0
04.08.2020;ГПБ 1P-08P;;;;;90,02;;;0;0;0
04.08.2020;Энел 1P-3R;;;;;85,02;;;0;0;0
04.08.2020;Ростел1P5R;;;;;100,01;105,45;;0;0;0
04.08.2020;Тинькофф2R;103,9;103,9;103,65;104,67;103,82;103,9;103,96;7554;7853168,2;132
04.08.2020;РЖД 1Р-14R;118,2;118,79;118,11;118,79;118,19;118,2;118,36;1542;1825174,7;33
04.08.2020;Систем1P10;107,15;106,8;106,8;107,44;107,16;107,39;107,3;6381;6846794,5;67
04.08.2020;СеверстБ07;;;;;92,1;;;0;0;0
04.08.2020;Роснфт2P6;110,19;110,19;110,19;110,19;109,51;110,23;110,19;2;2203,8;1
04.08.2020;Роснфт2P7;;;;;90,02;;;0;0;0
04.08.2020;ПЕРЕСВ С01;;;;;12;14,99;;0;0;0
04.08.2020;SBSP ETF;1289,8;1286;1281;1296,4;1289,6;1290;1288,8;9164;11806876;1145
04.08.2020;СеверстБ06;110,38;109,83;109,7;110,39;110;110,38;109,79;45066;49477733,1;22
04.08.2020;ПочтаРБ1P7;104,75;104,75;104,75;104,75;104,8;105,05;104,75;19;19902,5;1
04.08.2020;ЕврХимБ1Р3;104,9;104,75;104,75;104,9;104,51;104,9;104,75;396;414829,5;3
04.08.2020;FXTB ETF;749,6;750;745,1;754,7;749,3;749,6;750,5;72400;54320948,2;1261
04.08.2020;АЛЬФА-Б2Р4;102,05;102,47;102;102,47;102,05;102,46;102,07;340;347033,9;20
04.08.2020;Мегафон2P2;;;;;90,02;;;0;0;0
04.08.2020;ДетМир БО7;105,31;104,32;104,32;105,76;104,84;105,29;104,84;179;187666,7;57
04.08.2020;ГПБ002P-08;;;;;93,05;100;;0;0;0
04.08.2020;РЖД 1Р-15R;;;;;110,45;;;0;0;0
04.08.2020;ТрансмхПБ3;105;105;105;105;104,75;105;105;1;1050;1
04.08.2020;НаукаСвяз;218;218,5;217,5;218,5;218;218,5;218;770;167960;24
04.08.2020;Роллман;19,75;19,2;19;19,75;19,5;19,75;19,35;35840;693618,5;174
04.08.2020;Роллман-п;19,88;19,82;19,82;20,08;19,88;20,02;19,92;40;796,6;4
04.08.2020;СберДен ОП;1165;1165;1159;1165;1159;;1165;2109;2456543;4
04.08.2020;ЗаводДИОД;6,61;6,7;6,6;6,7;6,61;6,66;6,63;262800;1742420;292
04.08.2020;ФЭС-АгроБ1;103,52;103,98;103,18;103,99;103,52;103,53;103,59;397;308442,79;40
04.08.2020;О'КЕЙ Б1Р2;104,09;103,98;103,8;104,19;103,99;104,09;104,1;14593;15190616,4;33
04.08.2020;МТС 1P-08;105,3;106;105,3;107;105,3;106;105,68;133;140551,6;19
04.08.2020;МТС 1P-09;110,49;110,6;110,2;110,6;109,5;110,49;110,4;100149;110564598,7;8
04.08.2020;BCS 05/24;;;;;83,01;90;;0;0;0
04.08.2020;ГПБ001P09P;105,9;105,12;105,12;105,9;105,12;105,8;105,3;2;2110,2;2
04.08.2020;БКЕ БО 1P2;104,74;104,74;104,74;104,74;98;104,74;104,74;5;5237;1
04.08.2020;ЭлемЛиз1P2;103,19;102,86;102,51;103,19;102,85;103,19;102,52;739;545465,3;9
04.08.2020;РН БАНК1Р5;104,8;104,8;104,8;104,8;104,65;105,83;104,8;108;113184;2
04.08.2020;ИКС5Фин1P5;104;104,01;104;104,01;104;104,73;104;778;809120,1;2
04.08.2020;ОФЗ 26228;113,6;113,998;113,203;113,998;113,551;113,648;113,549;651589;739864200,08;91
04.08.2020;МОЭК БО1P2;102,05;102,05;102,05;102,05;101,9;102,05;102,05;20;20410;2
04.08.2020;ТАЛАНФБ1P1;101,63;102,15;101,44;102,15;101,55;101,63;101,62;927;753588,88;97
04.08.2020;ХКФинБ1P3;;;;;101,2;105,49;;0;0;0
04.08.2020;ТКХ БО-П03;;;;;105,06;105,55;;0;0;0
04.08.2020;Росбанк2P5;102,5;102;102;102,5;102;102,5;102,08;65;66355;2
04.08.2020;Автодор2Р3;102,23;102,3;102,01;102,3;102,02;102,26;102,29;20155;20616512,3;20
04.08.2020;МЕТАЛИНБ09;;;;;100,02;;;0;0;0
04.08.2020;РУСАБрБ1P1;104,1;104,1;104,01;104,1;104,01;104,1;104,06;26;27055,2;4
04.08.2020;ВЭБ 1P-16;104,99;104,99;104,99;104,99;104,87;104,99;104,99;800;839920;9
04.08.2020;РедСофт1P2;104,6;104,94;103,5;104,94;104;104,6;103,8;669;694429,5;69
04.08.2020;ОАЭ  БО-П3;101,95;102;101,51;102,1;101,9;101,95;101,86;1915;1950690,4;154
04.08.2020;Якут-12 об;;;;;105,36;109,48;;0;0;0
04.08.2020;МСБЛиз2Р02;100;99,97;99,91;100,01;99,95;100;99,99;555;531803,88;49
04.08.2020;ЧЗПСНП БП1;101,31;101,14;100,96;101,57;101,31;101,49;101,38;606;491492,88;81
04.08.2020;ТЕХЛиз 1P1;100,03;99,99;99,87;100,15;100,01;100,03;100,02;926;926175;75
04.08.2020;ЕвропланБ6;101;101,8;100,9;101,8;101,01;101,4;101,13;773;781715,1;19
04.08.2020;ИА ДОМ 9P2;;;;;109,5;109,65;;0;0;0
04.08.2020;ГПБ001P10P;;;;;90,02;;;0;0;0
04.08.2020;СовкомБОП1;102,2;102,19;102,19;102,39;102,3;102,37;102,2;2663;2721499,5;30
04.08.2020;ТрнфБО1P11;101;101;101;101;100,95;101,29;101;170;171700;3
04.08.2020;ФПК 1P-06;106,5;106,5;106,5;106,5;100,28;106,5;106,5;5;5325;1
04.08.2020;iРОСНАНО 8;104,25;104,85;103,95;104,85;104,1;104,25;104,22;1611;1678928,6;159
04.08.2020;ОФЗ 26229;109,55;109,999;109,37;109,999;109,501;109,55;109,498;258738;283498368,62;230
04.08.2020;РОСНАНО2P1;104,35;103,81;103,81;104,47;103,99;104,34;104,01;1009;1049510,2;52
04.08.2020;КонцесТ 04;;;;;90;;;0;0;0
04.08.2020;ВТБ Б-1-30;;;;;99,73;99,95;;0;0;0
04.08.2020;ДОМ 1P-6R;;;;;97;;;0;0;0
04.08.2020;ОткрФКБИО1;;;;;88;100;;0;0;0
04.08.2020;ГазпромКP1;104,07;104,5;104;104,5;104,07;104,69;104,35;35;36524,2;5
04.08.2020;РосбанкБ25;;;;;;;;0;0;0
04.08.2020;РосбанкБО8;;;;;70,01;;;0;0;0
04.08.2020;РосбанкБ19;;;;;70;;;0;0;0
04.08.2020;РосбанкБ20;73;65,25;65,25;76,71;70,39;74;70,99;6;4259,6;6
04.08.2020;РосбанкБ26;;;;;96;113;;0;0;0
04.08.2020;РосбнБО12;;;;;65;77,9;;0;0;0
04.08.2020;Росбн18ИП;;;;;100;;;0;0;0
04.08.2020;РосбнБ1P1;100,55;100,55;100,55;100,55;100,51;100,89;100,55;697;700833,5;3
04.08.2020;Росбн19ИП;;;;;99,2;;;0;0;0
04.08.2020;Росбн14ИП;111,85;111,85;111,85;111,85;105;111,9;111,85;15;12583,13;2
04.08.2020;Росбн13ИП;;;;;99;;;0;0;0
04.08.2020;Росбн15ИП;;;;;106,5;117;;0;0;0
04.08.2020;РЕСОЛизБП4;102,2;102,2;101,91;102,2;102,18;102,2;102,01;4238;4323047,1;81
04.08.2020;МКБ П01;;;;;104,8;105;;0;0;0
04.08.2020;ГТЛК 1P-14;104,75;104,75;104,5;104,75;104,16;104,75;104,5;6686;6986997,5;7
04.08.2020;КАМАЗ БОП3;103,5;103,47;102,95;103,59;103,5;103,59;103,4;2104;2175481,1;11
04.08.2020;КИСТФ БОП1;102,4;102,2;102,2;103;101,9;102,4;102,53;9;92280;8
04.08.2020;БКЕ БО 1P3;106,95;107;106,1;107;106,06;107;106,42;1556;1655925,1;28
04.08.2020;ОФЗ 26230;117,749;117,01;117,01;117,998;117,6;117,749;117,526;371067;436110125,31;143
04.08.2020;ГрузЦ БОП3;104,34;104,46;104,1;104,46;104,01;104,39;104,31;8;83449;8
04.08.2020;VTBA ETF;844;839,6;835,7;845;844;844,2;845,9;1697;1428597,4;236
04.08.2020;МигКр 01МС;103,6;103,57;102,69;103,6;103,23;103,6;103,5;455;361165,21;76
04.08.2020;РСХБ БО-9Р;102,8;102,8;102,8;102,8;102;102,8;102,45;580;596240;1
04.08.2020;ВЭБ 1P-17;106,8;106,9;106,4;106,9;106,4;106,8;106,8;419;447496,2;15
04.08.2020;Магнит3Р03;101,68;101,65;100,91;101,68;100,92;101,67;101,64;97;98589,2;7
04.08.2020;АЗБУКАВКП1;103,85;103,73;103,25;104,1;103,85;104;103,8;1930;2003317,2;140
04.08.2020;ГПБ001P11P;109,2;109,2;109,2;109,2;100,82;109,2;109,2;5;5460;1
04.08.2020;МТС 1P-10;109,8;109,97;109,17;110;109,75;109,8;109,7;379;415758,8;49
04.08.2020;С-ИнновБП1;101,39;101,16;101,16;101,5;101,26;101,37;101,37;221;224019,1;28
04.08.2020;iУОМЗ Б-П1;;;;;101,93;104,98;;0;0;0
04.08.2020;РЖД 1Р-16R;108,89;108,51;108,51;108,9;108,01;108,89;108,6;10;10885,6;5
04.08.2020;ДФФ БО1P-2;101,71;102,17;101,11;102,18;101,71;101,8;101,41;1242;1259500,1;47
04.08.2020;iУОМЗ БО-2;101,64;101,24;101,24;101,64;101,24;101,64;101,58;34;34538,4;4
04.08.2020;ГПБ001P12P;;;;;90,02;;;0;0;0
04.08.2020;БалтЛизБП2;103,05;102,41;102,38;103,1;102,73;103,07;102,83;501;412129,2;77
04.08.2020;ТрнфБО1P12;;;;;104,83;105;;0;0;0
04.08.2020;ЛомМасБОП6;91,41;91,01;91;91,5;91,41;91,5;91,22;426;388614,9;34
04.08.2020;РитейлБФ01;105,13;105,1;105,1;105,52;105,12;105,15;105,19;6351;6680310;167
04.08.2020;Сбер Sb12R;104,27;104,2;103,9;104,38;104,1;104,27;104,18;6770;7052396,1;60
04.08.2020;Рубеж 1P1;105,86;105,86;105,86;106,39;105,86;105,98;105,92;237;251023,6;24
04.08.2020;КАМАЗ БОП4;103,45;103,42;103,4;103,45;103,36;103,43;103,44;200;206879,4;11
04.08.2020;АПРИФП БП2;101,97;101,96;101,72;102,03;101,8;101,97;101,81;783;797178,4;80
04.08.2020;РУСАБрБ1P2;104,78;104,27;103,8;104,78;103,91;104,78;104,28;5615;5855369,9;16
04.08.2020;СберИОС110;96,18;94,5;94,3;96,18;96,18;96,6;94,32;1060;999808,8;5
04.08.2020;СберИОС111;;;;;;;;0;0;0
04.08.2020;BCS08/22;;;;;60;109,9;;0;0;0
04.08.2020;МКБ П02;;;;;102,08;103,58;;0;0;0
04.08.2020;МКБ П03;;;;;101,19;102,69;;0;0;0
04.08.2020;Сбер Sb10R;;;;;88,02;;;0;0;0
04.08.2020;Сбер Sb11R;;;;;86,17;;;0;0;0
04.08.2020;Роснфт2P8;;;;;98,82;107,14;;0;0;0
04.08.2020;СберИОС112;102,5;102;102;102,5;102,7;105;102,5;3530;3618000;16
04.08.2020;ЕАБР 1Р-04;;;;;104;106,1;;0;0;0
04.08.2020;ОткрФКБОП5;100;99,4;99,4;100;99,45;99,8;99,84;56;55910;3
04.08.2020;СберИОС113;;;;;114,5;115,6;;0;0;0
04.08.2020;МТС 1P-11;;;;;99;;;0;0;0
04.08.2020;БелугаБП2;107,11;107,19;107,11;107,36;107,1;107,14;107,15;280;300033,4;33
04.08.2020;ЛамбумБП01;103,36;104,08;103,36;104,08;103,36;104,06;103,51;23;238069;10
